STAID,Name,Station,GaugeLon,GaugeLat,Elev,Continents,Main_climates,Lat_centroid,Lon_centroid,Area,Area_shp,Nested,dLength,dStart,dEnd,DMiss,Q_mean,Flow_mm_yr,P_yr,PET_yr,AI,QP,AI_Basin_ATLAS,Source,FileName,WB_QC,Area_Bias_QC,Data_QC,AI_QC,LAI_multiyr_mean,LAI_trend,LAI_rr,LAI_p,GDAT,GRanD,LC_change_max_abs,dLength_Valid,dStart_1980,dEnd_1980,dLength_Valid_1980,Q_mean_1980,DMiss_1980,dLength_Valid_M,Q_mean_M,DMiss_M,dLength_Valid_M1980,Q_mean_M1980,DMiss_M1980,dStart_M,dEnd_M,dStart_M1980,dEnd_M1980,Region,dor_pc_pva,ire_pc_sse,Trend_group,Annual_group,MainClimates,Area_final
AUS-HRS_118106A,AUS-HRS_AUS-Zhang_118106A,118106A,146.96,-19.39,326.4779031,Australia,A,-19.44538594,146.9563601,68.5,68.9460058,0,16236,1974/9/17,2019/2/28,0,1.27017279,558.9638089,1037.882353,1301.915326,0.797196509,0.53856182,0.65,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_118106A.csv,1,1,1,1,3.012646981,0.009904158,0.356821391,0.00015153,,,5.074257697,16236,1980/1/1,2019/2/28,14304,1.247362995,0,13129,1.27605882,0.191215425,11641,1.24357827,0.185716284,1974/9/17,2019/2/25,1980/1/6,2019/2/25,NAU,0,1.333333333,TRUE,TRUE,equatorial,68.5
AUS-HRS_120102A,AUS-HRS_AUS-Zhang_120102A,120102A,146.359,-19.372,555.089706,Australia,C,-19.28093409,146.3753683,194.2,194.6063173,AUS-HRS_120102A,18816,1967/8/25,2019/2/28,0,3.832942276,561.1779528,866.9782951,1131.827032,0.76599893,0.647280279,0.5725,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_120102A.csv,1,1,1,1,2.181331215,0.012558708,0.519529404,1.04E-06,,,8.24677072,18816,1980/1/1,2019/2/28,14304,3.837546312,0,15600,4.332336222,0.170918367,11775,4.357224198,0.176803691,1967/8/25,2019/2/28,1980/1/1,2019/2/28,NAU,0,0.25,TRUE,TRUE,warm temperate,194.2
AUS-HRS_120304A,AUS-HRS_AUS-Zhang_120304A,120304A,147.71,-21.45,348.4245543,Australia,B,-21.28610679,147.8417948,1917,1916.645756,AUS-Zhang_120303,18818,1967/8/23,2019/2/28,0,3.23970474,53.6676158,480.3014039,1235.381279,0.38878799,0.11173737,0.414594595,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_120304A.csv,1,1,1,1,0.67532259,0.005919034,0.214717322,0.005056878,,,21.82989781,18818,1980/1/1,2019/2/28,14304,3.482248942,0,15058,3.741133951,0.199425807,11461,4.046560668,0.198195047,1967/8/23,2019/2/19,1980/1/2,2019/2/19,EAU,0,0,TRUE,TRUE,arid,1917
AUS-HRS_121002A,AUS-HRS_AUS-Zhang_121002A,121002A,147.84,-19.94,119.7108492,Australia,C,-20.08789934,147.8535192,279.6,280.5261491,0,16788,1973/3/14,2019/2/28,0,1.942800987,212.6620757,810.0785917,1317.037518,0.615076321,0.262520301,0.535714286,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_121002A.csv,1,1,1,1,1.025800797,0.006830775,0.21244553,0.00532674,,,74.42046065,16788,1980/1/1,2019/2/28,14304,1.784334753,0,13994,2.111718891,0.166428401,12186,1.90066923,0.14807047,1973/3/14,2019/2/28,1980/1/1,2019/2/28,NAU,0,0.142857143,TRUE,TRUE,warm temperate,279.6
AUS-HRS_130403A,AUS-HRS_AUS-Zhang_130403A,130403A,149.129,-22.038,310.9912068,Australia,C,-22.04320356,149.2482888,1281,1282.106219,AUS-Zhang_130404,19435,1965/12/14,2019/2/28,0,17.84763614,429.9543562,785.8168442,1072.955981,0.732384979,0.547143217,0.624782609,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_130403A.csv,1,1,1,1,1.674761999,0.007906405,0.305583565,0.000573789,,,11.37197438,19435,1980/1/1,2019/2/28,14304,16.7446487,0,16339,20.94375294,0.159300232,12044,19.59894837,0.157997763,1965/12/14,2019/2/28,1980/1/1,2019/2/28,EAU,0,2.304347826,TRUE,TRUE,warm temperate,1281
AUS-HRS_130410A,AUS-HRS_AUS-Zhang_130410A,130410A,148.381,-22.174,294.3265772,Australia,B,-21.93238847,148.087474,4139,4136.968914,0,18545,1968/5/22,2019/2/28,0,5.199618045,40.25393933,483.6328562,1265.010516,0.382315285,0.083232433,0.37637931,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_130410A.csv,1,1,1,1,0.650417242,0.005926794,0.201753102,0.00679474,,,22.84222177,18545,1980/1/1,2019/2/28,14304,5.209710171,0,15426,5.969013409,0.166837699,11961,5.953860492,0.163800336,1968/6/21,2019/2/28,1980/1/1,2019/2/28,EAU,0,0,TRUE,TRUE,arid,4139
AUS-HRS_130413A,AUS-HRS_AUS-Zhang_130413A,130413A,148.787,-21.77,308.7817894,Australia,C,-21.57754025,148.8168832,759.8,760.920079,AUS-Zhang_130404,17249,1971/12/9,2019/2/28,0,6.049063179,247.9471428,885.3768005,1274.664794,0.694595791,0.280047029,0.678823529,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_130413A.csv,1,1,1,1,1.454939163,0.009302889,0.386924632,6.63E-05,,,21.12527083,17249,1980/1/1,2019/2/28,14304,5.290355347,0,14322,6.988389811,0.169690997,11916,6.049193949,0.166596727,1971/12/9,2019/2/28,1980/1/7,2019/2/28,EAU,0,0.470588235,TRUE,TRUE,warm temperate,759.8
AUS-HRS_135002A,AUS-HRS_AUS-Zhang_135002A,135002A,151.587,-24.753,286.8610116,Australia,C,-24.71729177,151.472154,550.3,551.6567292,0,19477,1965/11/2,2019/2/28,0,2.446861582,141.1788247,670.0016607,1047.480035,0.639631915,0.210714141,0.640769231,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_135002A.csv,1,1,1,1,2.017617979,0.006891628,0.219353119,0.00454646,,,2.947071277,19477,1980/1/1,2019/2/28,14304,2.154541739,0,16160,2.762158176,0.170303435,12108,2.366215942,0.15352349,1965/11/2,2019/2/28,1980/1/1,2019/2/28,EAU,0,0.153846154,TRUE,TRUE,warm temperate,550.3
AUS-HRS_143209B,AUS-HRS_AUS-Zhang_143209B,143209B,152.363,-27.731,394.1110751,Australia,C,-27.85266327,152.3668192,167.3,166.8959711,0,18987,1967/3/7,2019/2/28,0,0.841464775,156.5055285,693.1946323,1042.639688,0.664845814,0.225774294,0.613333333,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_143209B.csv,1,1,1,1,1.980122596,0.001677894,0.012668152,0.519744255,,,5.72109649,18987,1980/1/1,2019/2/28,14304,0.723668394,0,16197,0.797023673,0.146942645,12484,0.659211977,0.127237136,1967/3/7,2019/2/28,1980/1/1,2019/2/28,EAU,0,8,TRUE,TRUE,warm temperate,167.3
AUS-HRS_204002,AUS-HRS_AUS-Zhang_204002,204002,152.56,-28.89,545.9256753,Australia,C,-28.67115083,152.3813597,4538,4538.311223,AUS-HRS_204007,19593,1965/7/9,2019/2/28,0,23.40730525,162.3864524,765.3082708,983.6459493,0.77803225,0.212184369,0.75880597,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204002.csv,1,1,1,1,2.44690255,0.006110126,0.203855373,0.006478278,,,5.345741506,19593,1980/1/1,2019/2/28,14304,21.37133267,0,17059,26.61900956,0.129331904,12381,24.42331215,0.134437919,1965/7/9,2019/2/28,1980/1/1,2019/2/28,EAU,23.68656716,1.014925373,TRUE,TRUE,warm temperate,4538
AUS-HRS_204007,AUS-HRS_AUS-Zhang_204007,204007,152.68,-29.51,672.1566471,Australia,C,-29.45600161,152.3458135,16953,16955.09163,0,17366,1971/8/14,2019/2/28,0,101.76011,191.2825444,922.7751909,1074.11742,0.859100853,0.207290515,0.893567568,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204007.csv,1,1,1,1,2.711981882,0.002679666,0.048160757,0.205271936,,,5.11420264,17366,1980/1/1,2019/2/28,14304,95.89252805,0,17186,102.7872086,0.010365081,14130,97.03069005,0.01216443,1971/8/14,2019/2/28,1980/1/1,2019/2/28,EAU,8.578378378,0.502702703,TRUE,TRUE,warm temperate,16953
AUS-HRS_204017,AUS-HRS_AUS-Zhang_204017,204017,152.714,-30.307,777.7331491,Australia,C,-30.35302834,152.6987082,76,75.74021162,AUS-HRS_204007,17361,1971/8/19,2019/2/28,0,3.007916812,1259.783159,1459.731128,1018.392672,1.433367667,0.863024111,1.502,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204017.csv,1,1,1,1,3.723704613,-0.00754553,0.209052381,0.005755812,,,23.67836067,17361,1980/1/1,2019/2/28,14304,2.837728916,0,14469,3.303439335,0.166580266,11825,3.110921858,0.173308166,1971/8/19,2019/2/28,1980/1/1,2019/2/28,EAU,0,2,TRUE,TRUE,warm temperate,76
AUS-HRS_204037,AUS-HRS_AUS-Zhang_204037,204037,152.628,-30.094,753.5414317,Australia,C,-30.11058765,152.570536,63.3,62.86938685,AUS-HRS_204007,17543,1971/2/18,2019/2/28,0,0.476629831,238.3155457,1165.248381,1045.920193,1.114089191,0.204519096,1.2675,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204037.csv,1,1,1,1,4.311686884,-0.003572491,0.041662718,0.2395411,,,0,17543,1980/1/1,2019/2/28,14304,0.422457145,0,14394,0.398077405,0.179501796,11756,0.341034195,0.177672076,1971/2/18,2019/2/28,1980/1/9,2019/2/28,EAU,0,0,TRUE,TRUE,warm temperate,63.3
AUS-HRS_204041,AUS-HRS_AUS-Zhang_204041,204041,152.809,-29.724,165.1843059,Australia,C,-29.9982724,152.922285,1807,1808.970982,0,21427,1960/7/1,2019/2/28,0,23.91224161,421.5314163,914.6296228,855.6235788,1.06896262,0.460876628,1.177666667,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204041.csv,1,1,1,1,2.979726454,-9.36E-05,6.59E-05,0.963095778,,,5.925721666,21427,1980/1/1,2019/2/28,14304,20.92805364,0,20359,25.05465999,0.049843655,13340,22.29812652,0.067393736,1960/7/1,2019/2/28,1980/1/1,2019/2/28,EAU,0,0.7,TRUE,TRUE,warm temperate,1807
AUS-HRS_204046,AUS-HRS_AUS-Zhang_204046,204046,152.385,-29.057,813.0094436,Australia,C,-29.30169758,152.2091014,1723,1722.270063,AUS-HRS_204007,18132,1969/7/9,2019/2/28,0,10.17100656,187.8532701,833.2512994,1013.034821,0.822529771,0.225446117,0.84,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204046.csv,1,1,1,1,2.896502618,0.00121673,0.007866144,0.612400962,,,3.944862135,18132,1980/1/1,2019/2/28,14304,9.300873101,0,15613,11.50811645,0.138925656,12138,10.63801995,0.151366846,1969/7/9,2019/2/28,1980/1/2,2019/2/28,EAU,0,0,TRUE,TRUE,warm temperate,1723
AUS-HRS_204051,AUS-HRS_AUS-Zhang_204051,204051,152.417,-28.721,651.1876057,Australia,C,-28.63662195,152.2858664,3111,3112.438058,AUS-HRS_204007,15678,1976/3/28,2019/2/28,0,12.0337284,122.7387815,943.3341122,1206.859094,0.781643952,0.130111675,0.7534,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204051.csv,1,1,1,1,2.305412901,0.006229969,0.208583333,0.005817685,,,6.238412416,15678,1980/1/1,2019/2/28,14304,12.52982442,0,12833,14.35071287,0.181464473,11695,14.97630493,0.182396532,1976/3/28,2019/2/28,1980/1/1,2019/2/28,EAU,26.88,1.16,TRUE,TRUE,warm temperate,3111
AUS-HRS_204906,AUS-HRS_AUS-Zhang_204906,204906,152.98,-30.07,216.7895041,Australia,C,-30.21405222,153.0155241,430.6,431.7585508,AUS-HRS_204041,16906,1972/11/16,2019/2/28,0,7.379539476,543.0220771,1405.315261,1035.815329,1.356723754,0.386405878,1.445,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_204906.csv,1,1,1,1,2.673025463,-0.005066468,0.185239358,0.009857251,,,2.751719825,16906,1980/1/1,2019/2/28,14304,7.039473916,0,15091,8.03828483,0.107358334,12696,7.693176889,0.112416107,1972/11/16,2019/2/28,1980/1/1,2019/2/28,EAU,0,1.4,TRUE,TRUE,warm temperate,430.6
AUS-HRS_207004,AUS-HRS_AUS-Zhang_207004,207004,152.47,-31.424,556.1600983,Australia,C,-31.39064717,152.2706509,1583,1583.040448,0,16983,1972/8/31,2019/2/28,0,19.25381317,376.9295428,1192.144539,1072.067515,1.112005094,0.316177721,0.985185185,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_207004.csv,1,1,1,1,4.003412416,-0.003989737,0.052190637,0.186836641,,,4.093831712,16983,1980/1/1,2019/2/28,14304,17.40847715,0,15742,20.56555273,0.072909305,13182,18.67448656,0.077988389,1972/8/31,2019/2/25,1980/1/5,2019/2/25,EAU,0,0.888888889,TRUE,TRUE,warm temperate,1583
AUS-HRS_207013,AUS-HRS_AUS-Zhang_207013,207013,152.448,-31.481,457.6512298,Australia,C,-31.54796078,152.3109934,497.8,498.913644,AUS-HRS_207004,16044,1975/3/28,2019/2/28,0,5.254907416,333.9793805,1329.290014,1156.505678,1.149402065,0.251246438,1.012222222,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_207013.csv,1,1,1,1,3.760056641,-0.001990079,0.016373844,0.463832907,,,4.439099611,16044,1980/1/1,2019/2/28,14304,4.988174949,0,13241,6.002824784,0.174295335,11708,5.718710964,0.180456391,1975/3/28,2019/2/20,1980/1/11,2019/2/20,EAU,0,1.888888889,TRUE,TRUE,warm temperate,497.8
AUS-HRS_207014,AUS-HRS_AUS-Zhang_207014,207014,152.74,-31.333,258.5538814,Australia,C,-31.23222308,152.6020614,508,508.2831565,0,12710,1984/5/13,2019/2/28,0,6.939314792,434.7113856,1416.719762,1206.713792,1.1740313,0.306843595,1.060833333,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_207014.csv,1,1,1,1,3.292004498,-0.001538675,0.011227098,0.544647841,,,2.741350902,12710,1984/5/13,2019/2/28,12710,6.939314792,0,10309,8.173312975,0.188906373,10309,8.173312975,0.188906373,1984/5/13,2019/2/28,1984/5/13,2019/2/28,EAU,0,1.166666667,TRUE,TRUE,warm temperate,508
AUS-HRS_208003,AUS-HRS_AUS-Zhang_208003,208003,152.096,-31.898,484.3366558,Australia,C,-31.99916044,151.7904007,1631,1631.969506,AUS-HRS_208004,25261,1950/1/1,2019/2/28,0,18.34498051,355.7282671,666.7577952,723.0960746,0.922087422,0.533519472,0.884516129,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_208003.csv,1,1,1,1,2.863441299,0.001687149,0.013349426,0.508652851,,,6.09818279,25261,1980/1/1,2019/2/28,14304,14.50384619,0,22903,19.99009671,0.09330958,12760,16.01092998,0.107879466,1950/1/1,2019/2/27,1980/1/1,2019/2/27,EAU,11.70967742,0.774193548,TRUE,TRUE,warm temperate,1631
AUS-HRS_208004,AUS-HRS_AUS-Zhang_208004,208004,152.31,-31.92,610.0473273,Australia,C,-31.72684397,151.7790856,6642,6641.228357,0,25261,1950/1/1,2019/2/28,0,57.17609019,272.27445,640.5444152,700.3331095,0.914628206,0.425067245,0.860804598,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_208004.csv,1,1,1,1,3.157418425,-0.000562673,0.001520427,0.824010077,,,5.132945101,25261,1980/1/1,2019/2/28,14304,39.59702244,0,24294,59.26553461,0.03801378,13681,41.28094412,0.043085962,1950/1/1,2019/2/21,1980/1/1,2019/2/21,EAU,4.172413793,0.551724138,TRUE,TRUE,warm temperate,6642
AUS-HRS_208005,AUS-HRS_AUS-Zhang_208005,208005,152.075,-31.779,677.1743651,Australia,C,-31.51138532,151.9100938,1894,1894.678619,AUS-HRS_208004,25261,1950/1/1,2019/2/28,0,15.08324866,251.8826559,673.6061889,691.842026,0.973641617,0.373931624,0.872058824,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_208005.csv,1,1,1,1,3.668629285,-0.004107016,0.05054458,0.194131849,,,3.399097987,25261,1980/1/1,2019/2/28,14304,9.865001216,0,21823,17.08195909,0.135859666,12456,11.04359954,0.128524453,1950/1/1,2019/2/21,1980/1/5,2019/2/21,EAU,0,0.147058824,TRUE,TRUE,warm temperate,1894
AUS-HRS_208011,AUS-HRS_AUS-Zhang_208011,208011,151.9,-31.77,783.2441906,Australia,C,-31.60671804,151.5183262,1821,1820.116949,AUS-HRS_208004,19749,1965/2/3,2019/2/28,0,7.979418696,140.7015515,761.1226422,882.7805887,0.862187787,0.184860552,0.774166667,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_208011.csv,1,1,1,1,2.918536446,0.000570378,0.001887782,0.804268107,,,4.827258091,19749,1980/1/1,2019/2/28,14304,7.208951767,0,16024,9.4181772,0.188617145,11356,8.635450061,0.206096197,1965/2/3,2019/2/28,1980/1/1,2019/2/28,EAU,0,0.625,TRUE,TRUE,warm temperate,1821
AUS-HRS_216002,AUS-HRS_AUS-Zhang_216002,216002,150.236,-35.468,319.2513239,Australia,C,-35.36404983,150.1907688,859,860.0883584,0,21419,1960/7/9,2019/2/28,0,12.2651891,447.376457,677.1937377,725.7108203,0.933145433,0.660632892,0.949411765,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_216002.csv,1,1,1,1,3.956828045,0.002849579,0.0212221,0.403711394,,,0.699938027,21419,1980/1/1,2019/2/28,14304,7.921506446,0,17797,14.37899627,0.169102199,11543,9.38581424,0.193022931,1960/7/9,2019/2/28,1980/1/1,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,859
AUS-HRS_218005,AUS-HRS_AUS-Zhang_218005,218005,149.761,-36.197,667.4076709,Australia,C,-36.22813002,149.6122556,918,918.1600544,AUS-HRS_218008,19985,1964/6/12,2019/2/28,0,7.27227166,250.5400038,643.8544495,755.6918865,0.852006566,0.389125219,0.832105263,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_218005.csv,1,1,1,1,3.385420913,0.002679812,0.022284471,0.39205958,,,2.079664289,19985,1980/1/1,2019/2/28,14304,5.704431285,0,17133,8.225973778,0.14270703,12306,6.380465866,0.139681208,1964/6/12,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.315789474,TRUE,TRUE,warm temperate,918
AUS-HRS_218007,AUS-HRS_AUS-Zhang_218007,218007,149.691,-36.259,651.3628653,Australia,C,-36.287776,149.6254995,120.2,119.9023956,AUS-HRS_218008,16331,1974/6/14,2019/2/28,0,1.033481176,267.8089198,797.0392603,926.5540608,0.860218841,0.336004678,0.795714286,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_218007.csv,1,1,1,1,3.819306741,0.000276742,0.000163417,0.941898216,,,0,16331,1980/1/1,2019/2/28,14304,0.905303583,0,13176,1.0174466,0.193190864,11502,0.857434426,0.195889262,1974/6/14,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.142857143,TRUE,TRUE,warm temperate,120.2
AUS-HRS_218008,AUS-HRS_AUS-Zhang_218008,218008,150,-36.13,484.3785638,Australia,C,-36.21218081,149.7105718,1607,1606.702555,0,15295,1977/4/15,2019/2/28,0,8.295149598,165.463094,869.3007368,1016.560592,0.855139127,0.190340451,0.860769231,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_218008.csv,1,1,1,1,3.523373987,0.002775093,0.020867009,0.407715258,,,1.474685434,15295,1980/1/1,2019/2/28,14304,7.835952177,0,13811,9.00844833,0.097025172,12883,8.521825406,0.099342841,1977/4/15,2019/2/28,1980/1/1,2019/2/28,SAU,0,1,TRUE,TRUE,warm temperate,1607
AUS-HRS_219006,AUS-HRS_AUS-Zhang_219006,219006,149.54,-36.78,821.5129122,Australia,C,-36.73964131,149.4852844,83.1,83.38011557,AUS-HRS_219022,24847,1951/2/19,2019/2/28,0,0.801986039,299.5608437,523.2526939,600.643029,0.871154194,0.572497471,0.796666667,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_219006.csv,1,1,1,1,3.635392184,0.002801284,0.019734854,0.42086834,,,0,24847,1980/1/1,2019/2/28,14304,0.494648815,0,20394,0.784536562,0.179216807,12308,0.442374727,0.139541387,1951/2/19,2019/2/28,1980/1/1,2019/2/28,SAU,0,3,TRUE,TRUE,warm temperate,83.1
AUS-HRS_219022,AUS-HRS_AUS-Zhang_219022,219022,149.684,-36.732,603.9383572,Australia,C,-36.76538118,149.5419513,200.1,200.393915,0,17257,1971/12/1,2019/2/28,0,1.218323639,192.8797195,731.4656952,871.9480494,0.838886784,0.263689358,0.81125,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_219022.csv,1,1,1,1,3.291391641,0.001696772,0.006440352,0.646755683,,,1.350966315,17257,1980/1/1,2019/2/28,14304,0.975278223,0,14067,1.270712552,0.184852524,11509,0.987029759,0.195231103,1971/12/1,2019/2/28,1980/1/4,2019/2/28,SAU,0,3,TRUE,TRUE,warm temperate,200.1
AUS-HRS_221201,AUS-HRS_AUS-Zhang_221201,221201,149.2,-37.373,593.8292534,Australia,C,-37.29931548,149.1114268,323.2,323.5810906,0,22651,1957/2/23,2019/2/28,0,1.544153653,150.7853418,585.9914936,667.4950727,0.877896358,0.257316605,0.859,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_221201.csv,1,1,1,1,4.070727023,0.006687522,0.076495995,0.107749391,,,0,22651,1980/1/1,2019/2/28,14304,1.227048876,0,18480,1.643297955,0.18414198,11638,1.277900783,0.186324547,1957/2/23,2019/2/28,1980/1/2,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,323.2
AUS-HRS_221209,AUS-HRS_AUS-Zhang_221209,221209,149.21,-37.356,499.0999013,Australia,C,-37.28012001,149.2271047,147,147.1745324,0,16928,1972/10/25,2019/2/28,0,0.59463259,128.5265219,763.9362251,912.1105271,0.837547865,0.168242476,0.878571429,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_221209.csv,1,1,1,1,3.82324884,0.005377501,0.055154386,0.174459647,,,0,16928,1980/1/1,2019/2/28,14304,0.498982657,0,13555,0.522926345,0.199255671,11475,0.407781295,0.197776846,1972/10/25,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.142857143,TRUE,TRUE,warm temperate,147
AUS-HRS_221212,AUS-HRS_AUS-Zhang_221212,221212,148.9,-37.606,464.5273571,Australia,C,-37.44202286,148.9086827,731.2,731.4896488,0,16009,1975/5/2,2019/2/28,0,5.005588548,212.1241138,968.0666478,946.8246383,1.022434999,0.219121394,0.908823529,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_221212.csv,1,1,1,1,4.033934076,0.005826032,0.085998589,0.08731535,,,0.404619405,16009,1980/1/1,2019/2/28,14304,4.595362768,0,14372,5.32168383,0.102254982,12736,4.894684394,0.109619687,1975/5/2,2019/2/28,1980/1/1,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,731.2
AUS-HRS_222004,AUS-HRS_AUS-Zhang_222004,222004,149.093,-36.997,861.233371,Australia,C,-37.13993723,149.0323657,610.5,610.5121134,,25261,1950/1/1,2019/2/28,0,2.929607954,151.7385265,463.8254911,562.2310538,0.824973092,0.327145725,0.776666667,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_222004.csv,1,1,1,1,2.714990094,0.011865106,0.375120184,9.21E-05,,,11.40299511,25261,1980/1/1,2019/2/28,14304,1.996930991,0,21658,3.174069907,0.142630933,12041,2.109937322,0.158030907,1950/1/1,2019/2/28,1980/1/4,2019/2/28,SAU,0,0,TRUE,TRUE,warm temperate,610.5
AUS-HRS_224213,AUS-HRS_AUS-Zhang_224213,224213,147.271,-37.494,960.3919079,Australia,C,-37.2268794,147.244866,669.7,669.776625,AUS-Zhang_224215,16716,1973/5/25,2019/2/28,0,5.08391912,238.3934357,909.5216464,840.6821065,1.08188534,0.262108589,1.160588235,AUS-HRS_AUS-Zhang,F:/0000Data/Global_StreamFlow_V1-4/Merge_Data/Data_Daily/AUS-HRS_AUS-Zhang_224213.csv,1,1,1,1,2.784937416,0.010450946,0.232047944,0.003389761,,,6.275009685,16716,1980/1/1,2019/2/28,14304,4.774549567,0,14596,5.592121747,0.126824599,12420,5.2608967,0.131711409,1973/5/25,2019/2/28,1980/1/1,2019/2/28,SAU,0,0.117647059,TRUE,TRUE,warm temperate,669.7
